Gold_USD,USDINR,Gold_INR,24K_per_gram,24K_8_gram,22K_per_gram,22K_8_gram
1127.4000244140625,45.38999938964844,51172.68642004393,1645.2388451474571,13161.910761179657,1508.1356080518356,13161.910761179657
1107.4000244140625,45.25,50109.85110473633,1611.0679217688146,12888.543374150517,1476.8122616214132,12888.543374150517
1099.300048828125,45.470001220703125,49985.17456213385,1607.059480834435,12856.47584667548,1473.1378574315652,12856.47584667548
1103.5,45.400001525878906,50098.90168380737,1610.715889974034,12885.727119792273,1476.489565809531,12885.727119792273
1088.5999755859375,45.400001525878906,49422.4405526733,1588.967175805723,12711.737406445784,1456.5532444885794,12711.737406445784
1092.699951171875,45.487998962402344,49704.73424512334,1598.0431219998823,12784.344975999058,1464.8728618332254,12784.344975999058
1104.199951171875,45.11000061035156,49810.46047131345,1601.4422965683427,12811.538372546742,1467.988771854314,12811.538372546742
1110.300048828125,44.79999923706055,49741.44134040829,1599.2232816373812,12793.78625309905,1465.9546748342661,12793.78625309905
1104.5,44.939998626708984,49636.22848320007,1595.8406122526428,12766.724898021143,1462.8538945649225,12766.724898021143
1113.300048828125,44.79999923706055,49875.84133811947,1603.5443386795528,12828.354709436422,1469.91564378959,12828.354709436422
1125.0999755859375,44.599998474121094,50179.45719436649,1613.3058078469141,12906.446462775313,1478.8636571930047,12906.446462775313
1132.9000244140625,44.36000061035156,50255.44577447511,1615.7488956058037,12925.99116484643,1481.10315430532,12925.99116484643
1135.0999755859375,44.34000015258789,50330.33309068298,1618.1565769345243,12945.252615476194,1483.310195523314,12945.252615476194
1152.300048828125,44.400001525878906,51162.12392623909,1644.8992533393055,13159.194026714444,1507.8243155610298,13159.194026714444
1152.199951171875,44.34000015258789,51088.5460107727,1642.5336701905796,13140.269361524637,1505.6558643413646,13140.269361524637
1161.0999755859375,44.119998931884766,51227.72968266299,1647.0085258142328,13176.068206513863,1509.7578153297134,13176.068206513863
1161.5999755859375,44.34000015258789,51505.34309472656,1655.9339976120552,13247.471980896442,1517.9394978110506,13247.471980896442
1152.800048828125,44.577999114990234,51389.519556420855,1652.210187162887,13217.681497303096,1514.526004899313,13217.681497303096
1159.0,44.209999084472656,51239.38893890381,1647.3833793272079,13179.067034617663,1510.1014310499404,13179.067034617663
1159.699951171875,44.290000915527344,51363.11189913936,1651.3611618994441,13210.889295195553,1513.7477317411572,13210.889295195553
1136.300048828125,44.31800079345703,50358.54646557011,1619.0636573237773,12952.509258590218,1484.1416858801292,12952.509258590218
1135.199951171875,44.72800064086914,50775.22414353024,1632.460145756273,13059.681166050184,1496.4218002765836,13059.681166050184
1138.5999755859375,44.38999938964844,50542.45222131349,1624.9763602589255,12999.810882071404,1489.5616635706817,12999.810882071404
1148.199951171875,44.400001525878906,50980.079584045336,1639.046396194812,13112.371169558495,1502.459196511911,13112.371169558495
1142.300048828125,44.439998626708984,50763.81260121148,1632.0932564248872,13056.746051399097,1496.0854850561466,13056.746051399097
1153.0999755859375,44.290000915527344,51070.79897439573,1641.9630901472738,13135.70472117819,1505.1328326350008,13135.70472117819
1153.5,44.25,51042.375,1641.0492388316427,13128.393910653142,1504.2951355956725,13128.393910653142
1161.699951171875,44.45000076293945,51637.56371589657,1660.1849861236378,13281.479888989103,1521.8362372800013,13281.479888989103
1171.300048828125,44.5,52122.85217285156,1675.787360678109,13406.298885424872,1536.1384139549332,13406.298885424872
1168.4000244140625,44.45000076293945,51935.381976623554,1669.76005840576,13358.08046724608,1530.6133868719467,13358.08046724608
1180.0999755859375,44.25,52219.423919677734,1678.8922121201065,13431.137696960852,1538.9845277767643,13431.137696960852
1182.699951171875,44.400001525878906,52511.87963668816,1688.2948747468342,13506.358997974674,1547.603635184598,13506.358997974674
1168.5999755859375,44.54999923706055,52061.12802078249,1673.802884587988,13390.423076703904,1534.3193108723224,13390.423076703904
1174.5999755859375,44.849998474121094,52680.80711273197,1693.7260151665237,13549.80812133219,1552.5821805693133,13549.80812133219
1196.9000244140625,45.459999084472656,54411.07401406858,1749.3553463137132,13994.842770509706,1603.5757341209037,13994.842770509706
1210.0,45.417999267578125,54955.77911376953,1766.8680088661897,14134.944070929518,1619.6290081273405,14134.944070929518
1200.4000244140625,44.76300048828125,53733.506878979504,1727.5710733190638,13820.56858655251,1583.6068172091418,13820.56858655251
1219.9000244140625,44.9900016784668,54883.30414595036,1764.5378862812981,14116.303090250385,1617.4930624245233,14116.303090250385
1242.699951171875,44.95000076293945,55859.3637532806,1795.9189079454275,14367.35126356342,1646.2589989499752,14367.35126356342
1228.800048828125,44.939998626708984,55222.27250683587,1775.4359640180646,14203.487712144517,1627.482967016559,14203.487712144517
1227.4000244140625,45.25,55539.85110473633,1785.6463454188863,14285.17076335109,1636.8424833006457,14285.17076335109
1227.699951171875,45.52799987792969,55894.72322708741,1797.0557405786296,14376.445924629037,1647.3010955304105,14376.445924629037
1214.300048828125,45.560001373291016,55323.51189219672,1778.6908834117294,14229.527067293835,1630.4666431274186,14229.527067293835
1192.5999755859375,46.27299880981445,55185.17725087283,1774.243324734285,14193.94659787428,1626.389714339761,14193.94659787428
1187.800048828125,46.7400016784668,55517.776275909506,1784.9366237211086,14279.492989768869,1636.1919050776828,14279.492989768869
1175.699951171875,46.917999267578125,55161.48944797367,1773.4817447545668,14187.853958036534,1625.6915993583527,14187.853958036534
1193.800048828125,46.810001373291016,55881.78192507941,1796.6396683678497,14373.117346942798,1646.919696003862,14373.117346942798
1197.800048828125,47.47999954223633,56871.54577005003,1828.4612911746274,14627.690329397019,1676.089516910075,14627.690329397019
1213.300048828125,47.099998474121094,57146.430448455736,1837.2990322136009,14698.392257708807,1684.190779529134,14698.392257708807
1211.9000244140625,46.720001220703125,56619.97061999515,1820.372968315307,14562.983746522455,1668.675220955698,14562.983746522455
1212.199951171875,46.29999923706055,56124.856814422645,1804.4547017031089,14435.637613624871,1654.083476561183,14435.637613624871
1224.800048828125,47.08300018310547,57667.2609232422,1854.0441083235712,14832.35286658857,1699.5404326299401,14832.35286658857
1220.5999755859375,46.79999923706055,57124.077926178,1836.5803824707186,14692.643059765749,1683.5320172648253,14692.643059765749
1208.300048828125,46.5,56185.95227050781,1806.4189647630592,14451.351718104474,1655.884051032804,14451.351718104474
1216.199951171875,46.86000061035156,56991.1304542236,1832.3060251812049,14658.448201449639,1679.6138564161045,14658.448201449639
1239.300048828125,46.790000915527344,57986.85041928105,1864.319141552592,14914.553132420737,1708.9592130898761,14914.553132420737
1244.0,46.83000183105469,58256.52227783203,1872.9892866665175,14983.91429333214,1716.9068461109744,14983.91429333214
1228.5,46.810001373291016,57506.08668708801,1848.8622401687273,14790.897921349819,1694.7903868213334,14790.897921349819
1220.800048828125,46.75,57072.402282714844,1834.9189731932047,14679.351785545638,1682.0090587604375,14679.351785545638
1228.9000244140625,46.75,57451.07614135742,1847.0936113735568,14776.748890988454,1693.1691437590937,14776.748890988454
1223.300048828125,46.400001525878906,56761.12413223274,1824.9111557295075,14599.28924583606,1672.835226085382,14599.28924583606
1233.199951171875,46.400001525878906,57220.47961608879,1839.6797664600058,14717.438131680046,1686.3731192550053,14717.438131680046
1229.300048828125,46.40999984741211,57051.81507853698,1834.2570797028302,14674.056637622642,1681.4023230609275,14674.056637622642
1247.5,46.09000015258789,57497.27519035339,1848.578944181632,14788.631553453057,1694.5306988331627,14788.631553453057
1257.199951171875,46.0099983215332,57843.767643249594,1859.7189269133569,14877.751415306855,1704.7423496705771,14877.751415306855
1239.699951171875,45.65999984741211,56604.69958134461,1819.8819933880307,14559.055947104245,1668.2251606056948,14559.055947104245
1239.9000244140625,46.02000045776367,57060.199691116344,1834.526651055873,14676.213208446983,1681.6494301345501,14676.213208446983
1234.0999755859375,46.150001525878906,56953.71575637814,1831.1031156100803,14648.824924880642,1678.5111893092403,14648.824924880642
1245.5,46.2599983215332,57616.827909469604,1852.4226504885175,14819.38120390814,1698.054096281141,14819.38120390814
1255.800048828125,46.150001525878906,57955.174169616774,1863.300727237024,14906.405817896191,1708.0256666339385,14906.405817896191
1238.199951171875,46.099998474121094,57081.01585968025,1835.1959059167054,14681.567247333644,1682.26291375698,14681.567247333644
1242.0,46.40999984741211,57641.21981048584,1853.206867731472,14825.654941851775,1698.7729620871826,14825.654941851775
1245.5,46.400001525878906,57791.20190048218,1858.0289003000362,14864.23120240029,1703.1931586083665,14864.23120240029
1206.300048828125,46.40999984741211,55984.3850820465,1799.9384340040992,14399.507472032794,1649.9435645037577,14399.507472032794
1207.4000244140625,46.560001373291016,56216.546794830356,1807.4026008272494,14459.220806617996,1656.7857174249787,14459.220806617996
1194.800048828125,46.599998474121094,55677.68045227043,1790.0776585358701,14320.621268286961,1640.9045203245475,14320.621268286961
1198.5999755859375,46.95000076293945,56274.269768218976,1809.2584361315921,14474.067489052737,1658.4868997872927,14474.067489052737
1195.800048828125,46.650001525878906,55784.0741024781,1793.4982912687672,14347.986330150137,1644.0401003297031,14347.986330150137
1209.5999755859375,46.52000045776367,56270.59141796874,1809.140174513117,14473.121396104936,1658.3784933036904,14473.121396104936
1198.5,46.65999984741211,55922.00981712341,1797.9330241652358,14383.464193321886,1648.1052721514661,14383.464193321886
1213.300048828125,46.40999984741211,56309.255080978386,1810.3832392167565,14483.065913734052,1659.5179692820268,14483.065913734052
1206.800048828125,46.599998474121094,56236.88043395989,1808.0563420180972,14464.450736144778,1657.3849801832557,14464.450736144778
1208.0999755859375,46.45000076293945,56116.24478767393,1804.177818820195,14433.42255056156,1653.8296672518452,14433.42255056156
1188.0,46.70000076293945,55479.60090637207,1783.7092580054357,14269.674064043485,1635.066819838316,14269.674064043485
1181.699951171875,46.09000015258789,54464.55092982482,1751.0746677970267,14008.597342376213,1605.151778813941,14008.597342376213
1191.5,47.25,56298.375,1810.033436751491,14480.267494011929,1659.1973170222002,14480.267494011929
1191.5999755859375,47.06999969482422,56088.610487182625,1803.2893560911996,14426.314848729597,1653.0152430835994,14426.314848729597
1195.5,47.040000915527344,56236.32109451294,1808.0383588507061,14464.306870805649,1657.3684956131472,14464.306870805649
1187.699951171875,46.88999938964844,55691.2499855347,1790.513928835491,14324.111430683928,1641.3044347658667,14324.111430683928
1183.0,47.042999267578125,55651.86813354492,1789.2477738371863,14313.98219069749,1640.1437926840874,14313.98219069749
1158.0,46.64799880981445,54018.38262176514,1736.7300342972699,13893.840274378159,1592.002531439164,13893.840274378159
1160.4000244140625,46.689998626708984,54179.07554632565,1741.8964279365875,13935.1714234927,1596.7383922752051,13935.1714234927
1168.4000244140625,46.459999084472656,54283.86406457517,1745.265454517182,13962.123636137456,1599.82666664075,13962.123636137456
1181.699951171875,46.36000061035156,54783.61045758054,1761.3326621627964,14090.661297302371,1614.5549403158966,14090.661297302371
1183.4000244140625,46.0880012512207,54540.54180588992,1753.5178293725762,14028.14263498061,1607.391343591528,14028.14263498061
1185.199951171875,46.12799835205078,54670.90139450692,1757.7089843428205,14061.671874742564,1611.2332356475854,14061.671874742564
1193.699951171875,46.12799835205078,55062.98938049935,1770.314896410351,14162.519171282807,1622.7886550428216,14162.519171282807
1197.199951171875,46.0,55071.19775390625,1770.5788015466508,14164.630412373206,1623.03056808443,14164.630412373206
1203.4000244140625,46.055999755859375,55423.79123061523,1781.9149366024797,14255.319492819837,1633.4220252189396,14255.319492819837
1200.699951171875,45.95800018310547,55181.76857581176,1774.1337333680056,14193.069866944044,1626.2892555873384,14193.069866944044
1196.199951171875,46.077999114990234,55118.50029144902,1772.0996123088726,14176.79689847098,1624.4246446164664,14176.79689847098
1197.5,46.310001373291016,55456.22664451599,1782.9577585968136,14263.662068774509,1634.3779453804125,14263.662068774509
1214.800048828125,46.59000015258789,56597.53446026612,1819.6516295679303,14557.213036543442,1668.0139937706026,14557.213036543442
1214.9000244140625,46.709999084472656,56747.97902810667,1824.4885311333665,14595.908249066932,1672.447820205586,14595.908249066932
1224.5,46.62799835205078,57095.98398208618,1835.6771418678343,14685.417134942674,1682.7040467121813,14685.417134942674
1226.5999755859375,46.68299865722656,57261.365013232455,1840.994261521451,14727.954092171609,1687.57807306133,14727.954092171609
1229.699951171875,46.608001708984375,57313.85742575675,1842.681930514468,14741.455444115743,1689.1251029715954,14741.455444115743
1233.800048828125,46.53799819946289,57418.58445086051,1846.0489800459918,14768.391840367934,1692.211565042159,14768.391840367934
1227.199951171875,46.358001708984375,56890.53743369132,1829.0718868838337,14632.57509507067,1676.6492296435142,14632.57509507067
1226.9000244140625,46.608001708984375,57183.3584346436,1838.4862936532415,14707.890349225932,1685.2791025154713,14707.890349225932
1231.800048828125,46.5629997253418,57356.305335259996,1844.0466614773256,14752.373291818605,1690.3761063542152,14752.373291818605
1239.5,46.858001708984375,58080.49311828613,1867.3298219906485,14938.638575925188,1711.7190034914277,14938.638575925188
1235.4000244140625,46.87300109863281,57906.906701611355,1861.7488932631811,14893.991146105449,1706.603152157916,14893.991146105449
1236.0,46.78799819946289,57829.96577453613,1859.2751868611613,14874.20149488929,1704.3355879560645,14874.20149488929
1237.0999755859375,46.803001403808594,57899.99189400021,1861.5265772019293,14892.212617615434,1706.3993624351017,14892.212617615434
1248.300048828125,46.87300109863281,58511.5695601441,1881.189241086826,15049.513928694609,1724.4234709962573,15049.513928694609
1246.300048828125,47.02799987792969,58610.998544152826,1884.3859547688467,15075.087638150773,1727.3537918714428,15075.087638150773
1251.5,46.650001525878906,58382.47690963745,1877.0388190923031,15016.310552738425,1720.6189175012778,15016.310552738425
1249.199951171875,46.599998474121094,58212.71581848152,1871.5808773443991,14972.647018755193,1715.615804232366,14972.647018755193
1257.300048828125,46.51300048828125,58480.79778505862,1880.1999062825282,15041.599250260226,1723.5165807589842,15041.599250260226
1255.5999755859375,46.65999984741211,58586.29466925049,1883.5917073400258,15068.733658720206,1726.6257317283569,15068.733658720206
1248.9000244140625,46.518001556396484,58096.33327947697,1867.839094618836,14942.712756950688,1712.185836733933,14942.712756950688
1244.5,46.303001403808594,57624.085247039795,1852.6559791354605,14821.247833083684,1698.267980874172,14821.247833083684
1245.0999755859375,46.28300094604492,57626.963347964454,1852.748512159868,14821.988097278943,1698.3528028132123,14821.988097278943
1269.699951171875,46.22999954223633,58698.22816145327,1887.1904499960863,15097.52359996869,1729.924579163079,15097.52359996869
1266.699951171875,46.13999938964844,58445.53497393802,1879.0661814245348,15032.529451396278,1722.47733297249,15032.529451396278
1271.9000244140625,46.20000076293945,58761.7820983124,1889.2337549893869,15113.870039915095,1731.7976087402712,15113.870039915095
1275.5999755859375,46.099998474121094,58805.15692810062,1890.6282871091878,15125.026296873502,1733.0759298500886,15125.026296873502
1279.0,45.87799835205078,58677.95989227295,1886.5388104963413,15092.31048397073,1729.3272429549795,15092.31048397073
1272.4000244140625,45.619998931884766,58046.88775469968,1866.2493852685286,14929.995082148229,1710.7286031628178,14929.995082148229
1290.199951171875,45.58000183105469,58807.31613684073,1890.6977072303994,15125.581657843195,1733.1395649611993,15125.581657843195
1294.300048828125,45.55799865722656,58965.71988655999,1895.7905022444418,15166.324017955534,1737.8079603907381,15166.324017955534
1296.0,45.45000076293945,58903.20098876953,1893.7804745051048,15150.243796040839,1735.9654349630127,15150.243796040839
1296.699951171875,45.2400016784668,58662.70796748344,1886.0484500935083,15088.387600748067,1728.8777459190492,15088.387600748067
1306.5999755859375,44.93000030517578,58705.53730181884,1887.4254441403327,15099.403553122662,1730.1399904619716,15099.403553122662
1308.5,45.04999923706055,58947.924001693726,1895.2183516869075,15161.74681349526,1737.2834890463319,15161.74681349526
1307.800048828125,44.689998626708984,58445.58238613885,1879.067705761051,15032.541646088408,1722.4787302809634,15032.541646088408
1316.0999755859375,44.5629997253418,58649.36285055848,1885.6193949413564,15084.955159530851,1728.48444536291,15084.955159530851
1315.4000244140625,44.41299819946289,58420.8589158752,1878.2728283272043,15026.182626617634,1721.7500926332705,15026.182626617634
1338.9000244140625,44.45000076293945,59514.10710670473,1913.42154762984,15307.37238103872,1753.96975199402,15307.37238103872
1346.4000244140625,44.400001525878906,59780.16313842777,1921.975441298496,15375.803530387968,1761.810821190288,15375.803530387968
1333.9000244140625,44.189998626708984,58945.0402470245,1895.125636890527,15161.005095124216,1737.198500482983,15161.005095124216
1344.199951171875,44.20000076293945,59413.63886734005,1910.1914211371727,15281.531369097382,1751.0088027090749,15281.531369097382
1353.300048828125,44.40800094604492,60097.349848642014,1932.1732232270328,15457.385785816263,1771.1587879581134,15457.385785816263
1345.699951171875,44.36000061035156,59695.25065533444,1919.2454436103474,15353.963548882779,1759.308323309485,15353.963548882779
1369.5,44.5,60942.75,1959.3534489687656,15674.827591750125,1796.073994888035,15674.827591750125
1376.699951171875,44.34000015258789,61042.87604502868,1962.5725736662653,15700.580589330122,1799.0248591940765,15700.580589330122
1371.0999755859375,44.06800079345703,60421.63481203001,1942.5992191242146,15540.793752993717,1780.7159508638633,15540.793752993717
1371.199951171875,44.15800094604492,60549.44874106441,1946.7085292994166,15573.668234395333,1784.482818524465,15573.668234395333
1335.0999755859375,44.16999816894531,58971.36347698979,1895.9719477547476,15167.77558203798,1737.9742854418519,15167.77558203798
1343.300048828125,44.33000183105469,59548.49362420663,1914.5270990147935,15316.216792118348,1754.983174096894,15316.216792118348
1324.699951171875,44.20000076293945,58551.73885246273,1882.4807128606983,15059.845702885586,1725.6073201223066,15059.845702885586
1324.4000244140625,44.20000076293945,58538.48208953859,1882.0544983535162,15056.43598682813,1725.2166234907231,15056.43598682813
1338.300048828125,44.52799987792969,59591.824410852045,1915.9202151157278,15327.361720925823,1756.260197189417,15327.361720925823
1338.0,44.25,59206.5,1903.5317568762357,15228.254055009886,1744.9041104698827,15228.254055009886
1322.199951171875,44.400001525878906,58705.679849548265,1887.430027152837,15099.440217222696,1730.1441915567673,15099.440217222696
1342.0999755859375,44.41999816894531,59616.07845806889,1916.7000002594207,15333.600002075365,1756.9750002378023,15333.600002075365
1357.0999755859375,44.41999816894531,60282.37843060307,1938.1220258364194,15504.976206691355,1776.6118570167177,15504.976206691355
1350.199951171875,44.448001861572266,60013.68994318228,1929.4834968149012,15435.86797451921,1768.6932054136594,15435.86797451921
1356.4000244140625,44.34000015258789,60142.77728948975,1933.633748275588,15469.069986204704,1772.4976025859555,15469.069986204704
1337.0999755859375,44.20000076293945,59099.81994102476,1900.1019158945057,15200.815327156046,1741.7600895699636,15200.815327156046
1382.699951171875,44.25,61184.47283935547,1967.1250129199436,15737.000103359549,1803.1979285099483,15737.000103359549
1397.300048828125,44.01300048828125,61499.36773134768,1977.2491112366029,15817.992889892823,1812.4783519668858,15817.992889892823
1402.800048828125,43.900001525878906,61582.92428405769,1979.9355147831495,15839.484118265196,1814.9408885512203,15839.484118265196
1409.800048828125,44.29999923706055,62454.14108749386,2007.9457645439857,16063.566116351885,1840.6169508319867,16063.566116351885
1399.0999755859375,44.189998626708984,61826.22599977115,1987.7578407501135,15902.062726000908,1822.1113540209374,15902.062726000908
1403.0999755859375,44.2599983215332,62101.20256437687,1996.5985359968129,15972.788287974503,1830.2153246637452,15972.788287974503
1365.4000244140625,44.2400016784668,60405.29937185673,1942.0740229188589,15536.592183350871,1780.2345210089538,15536.592183350871
1368.4000244140625,44.77799987792969,61274.21612617187,1970.0103244384675,15760.08259550774,1805.8427974019285,15760.08259550774
1338.300048828125,45.11000061035156,60370.716019470245,1940.9621431501357,15527.697145201086,1779.2152978876243,15527.697145201086
1336.800048828125,45.189998626708984,60409.99237072747,1942.2249062236556,15537.799249789245,1780.3728307050176,15537.799249789245
1352.9000244140625,45.108001708984375,61026.616613354534,1962.0498211890795,15696.398569512636,1798.5456694233228,15696.398569512636
1352.199951171875,45.150001525878906,61051.82985870354,1962.8604452458258,15702.883561966606,1799.2887414753402,15702.883561966606
1357.699951171875,45.26300048828125,61453.57355283201,1975.7767953070236,15806.214362456189,1811.1287290314383,15806.214362456189
1377.5,45.29999923706055,62400.7489490509,2006.2291687125532,16049.833349700426,1839.0434046531736,16049.833349700426
1372.9000244140625,45.540000915527344,62521.86836874392,2010.1232455750612,16080.98596460049,1842.6129751104727,16080.98596460049
1362.300048828125,45.55799865722656,62063.6637952514,1995.391637444384,15963.133099555072,1829.1090009906852,15963.133099555072
1366.0,45.709999084472656,62439.85874938965,2007.4865770536965,16059.892616429572,1840.1960289658884,16059.892616429572
1385.0,45.79999923706055,63432.99894332886,2039.416751919522,16315.334015356177,1869.4653559262285,16315.334015356177
1387.300048828125,45.77000045776367,63496.723869918846,2041.465554356225,16331.7244348498,1871.3434248265396,16331.7244348498
1388.5,45.22999954223633,62801.85436439514,2019.124997649626,16152.999981197008,1850.8645811788238,16152.999981197008
1405.4000244140625,45.130001068115234,63425.70460293582,2039.1822336050868,16313.457868840695,1869.2503808046629,16313.457868840695
1415.300048828125,44.91299819946289,63565.36854471732,2043.6725302527793,16349.380242022235,1873.3664860650476,16349.380242022235
1408.300048828125,44.810001373291016,63105.927121994086,2028.9011565256028,16231.209252204822,1859.8260601484692,16231.209252204822
1382.5,44.5,61521.25,1977.9526419856286,15823.621135885029,1813.123255153493,15823.621135885029
1392.0999755859375,45.0,62644.49890136719,2014.065905810188,16112.527246481504,1846.2270803260055,16112.527246481504
1384.300048828125,45.04999923706055,62362.71614356991,2005.00638653431,16040.05109227448,1837.922520989784,16040.05109227448
1397.300048828125,44.95000076293945,62808.638260879554,2019.3431048235586,16154.744838588469,1851.0645127549287,16154.744838588469
1403.5999755859375,44.90999984741211,63035.67468939209,2026.6424900539198,16213.139920431358,1857.7556158827597,16213.139920431358
1385.5,44.90999984741211,62222.80478858948,2000.5081353734943,16004.065082987954,1833.7991240923698,16004.065082987954
1370.4000244140625,45.25,62010.60110473633,1993.6856336018882,15949.485068815105,1827.5451641350642,15949.485068815105
1378.5999755859375,45.25,62381.64889526367,2005.615088181834,16044.920705454671,1838.4804975000143,16044.920705454671
